Customer_Id,Industry,Financial_Needs,Preferences,Revenue (in dollars),No of Employees
ORG_US_1401,Retail,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1402,Education,Investment Funds,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1403,Real Estate,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1404,Retail,Payment Processing,Cloud Services,500M-1B,1000-5000
ORG_US_1405,Education,Supply Chain Financing,Employee Benefits,50M-100M,500-1000
ORG_US_1406,Retail,Supply Chain Financing,Cloud Services,500M-1B,1000-5000
ORG_US_1407,Education,Payment Processing,Employee Benefits,100M-500M,100-500
ORG_US_1408,Finance,Supply Chain Financing,Digital Payments,10M-50M,1000-5000
ORG_US_1409,Finance,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1410,Retail,Investment Funds,Employee Benefits,10M-50M,1000-5000
ORG_US_1411,Education,Supply Chain Financing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1412,Real Estate,Investment Funds,Digital Payments,10M-50M,1000-5000
ORG_US_1413,Finance,Investment Funds,Employee Benefits,50M-100M,1000-5000
ORG_US_1414,Retail,Investment Funds,Digital Payments,10M-50M,100-500
ORG_US_1415,Real Estate,Payment Processing,Cloud Services,100M-500M,500-1000
ORG_US_1416,Real Estate,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1417,Real Estate,Supply Chain Financing,Ethical Sourcing,50M-100M,100-500
ORG_US_1418,Real Estate,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1419,Education,Payment Processing,Employee Benefits,50M-100M,1000-5000
ORG_US_1420,Education,Business Loans,Digital Payments,10M-50M,100-500
ORG_US_1421,Finance,Investment Funds,Digital Payments,100M-500M,500-1000
ORG_US_1422,Finance,Business Loans,Digital Payments,100M-500M,100-500
ORG_US_1423,Finance,Business Loans,Employee Benefits,50M-100M,1000-5000
ORG_US_1424,Real Estate,Supply Chain Financing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1425,Manufacturing,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1426,Healthcare,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1427,Real Estate,Supply Chain Financing,Digital Payments,50M-100M,100-500
ORG_US_1428,Manufacturing,Investment Funds,Ethical Sourcing,10M-50M,100-500
ORG_US_1429,IT Services,Supply Chain Financing,Cloud Services,100M-500M,100-500
ORG_US_1430,Manufacturing,Business Loans,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1431,Real Estate,Business Loans,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1432,IT Services,Business Loans,Ethical Sourcing,50M-100M,500-1000
ORG_US_1433,Manufacturing,Investment Funds,Employee Benefits,10M-50M,500-1000
ORG_US_1434,IT Services,Supply Chain Financing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1435,IT Services,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1436,Retail,Investment Funds,Employee Benefits,10M-50M,100-500
ORG_US_1437,Manufacturing,Investment Funds,Employee Benefits,50M-100M,100-500
ORG_US_1438,Education,Investment Funds,Digital Payments,100M-500M,100-500
ORG_US_1439,Finance,Payment Processing,Digital Payments,50M-100M,100-500
ORG_US_1440,Education,Payment Processing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1441,Real Estate,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1442,Retail,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_1443,IT Services,Investment Funds,Employee Benefits,10M-50M,500-1000
ORG_US_1444,Manufacturing,Supply Chain Financing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1445,Healthcare,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1446,Retail,Investment Funds,Employee Benefits,500M-1B,1000-5000
ORG_US_1447,Healthcare,Investment Funds,Ethical Sourcing,10M-50M,100-500
ORG_US_1448,Manufacturing,Investment Funds,Digital Payments,100M-500M,500-1000
ORG_US_1449,IT Services,Payment Processing,Employee Benefits,50M-100M,100-500
ORG_US_1450,Retail,Payment Processing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1451,Manufacturing,Payment Processing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1452,Manufacturing,Business Loans,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1453,IT Services,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1454,Manufacturing,Investment Funds,Digital Payments,100M-500M,100-500
ORG_US_1455,Education,Business Loans,Digital Payments,100M-500M,500-1000
ORG_US_1456,Healthcare,Investment Funds,Cloud Services,50M-100M,100-500
ORG_US_1457,IT Services,Payment Processing,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1458,IT Services,Investment Funds,Cloud Services,10M-50M,100-500
ORG_US_1459,Finance,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_1460,Real Estate,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_1461,Education,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_1462,Manufacturing,Payment Processing,Employee Benefits,10M-50M,500-1000
ORG_US_1463,IT Services,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1464,IT Services,Investment Funds,Employee Benefits,10M-50M,100-500
ORG_US_1465,Healthcare,Business Loans,Employee Benefits,100M-500M,1000-5000
ORG_US_1466,Healthcare,Payment Processing,Cloud Services,10M-50M,1000-5000
ORG_US_1467,Finance,Investment Funds,Employee Benefits,500M-1B,500-1000
ORG_US_1468,Real Estate,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_1469,IT Services,Payment Processing,Ethical Sourcing,50M-100M,100-500
ORG_US_1470,Finance,Supply Chain Financing,Digital Payments,10M-50M,1000-5000
ORG_US_1471,Real Estate,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_1472,Healthcare,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_1473,Real Estate,Payment Processing,Cloud Services,50M-100M,500-1000
ORG_US_1474,Real Estate,Payment Processing,Employee Benefits,100M-500M,100-500
ORG_US_1475,Real Estate,Payment Processing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1476,Manufacturing,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1477,IT Services,Investment Funds,Ethical Sourcing,10M-50M,500-1000
ORG_US_1478,Education,Supply Chain Financing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1479,Retail,Supply Chain Financing,Digital Payments,50M-100M,500-1000
ORG_US_1480,Finance,Supply Chain Financing,Employee Benefits,500M-1B,1000-5000
ORG_US_1481,Retail,Business Loans,Employee Benefits,50M-100M,100-500
ORG_US_1482,Retail,Business Loans,Employee Benefits,500M-1B,1000-5000
ORG_US_1483,Finance,Supply Chain Financing,Cloud Services,10M-50M,1000-5000
ORG_US_1484,Real Estate,Business Loans,Cloud Services,50M-100M,100-500
ORG_US_1485,Finance,Business Loans,Cloud Services,500M-1B,1000-5000
ORG_US_1486,Education,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_1487,Manufacturing,Business Loans,Cloud Services,100M-500M,100-500
ORG_US_1488,IT Services,Supply Chain Financing,Digital Payments,10M-50M,100-500
ORG_US_1489,Manufacturing,Business Loans,Digital Payments,50M-100M,1000-5000
ORG_US_1490,Manufacturing,Investment Funds,Employee Benefits,500M-1B,500-1000
ORG_US_1491,Retail,Business Loans,Cloud Services,100M-500M,100-500
ORG_US_1492,Real Estate,Investment Funds,Employee Benefits,50M-100M,500-1000
ORG_US_1493,Real Estate,Business Loans,Ethical Sourcing,10M-50M,500-1000
ORG_US_1494,Manufacturing,Investment Funds,Digital Payments,50M-100M,100-500
ORG_US_1495,Real Estate,Payment Processing,Digital Payments,100M-500M,100-500
ORG_US_1496,Real Estate,Supply Chain Financing,Digital Payments,100M-500M,1000-5000
ORG_US_1497,Healthcare,Payment Processing,Cloud Services,500M-1B,500-1000
ORG_US_1498,IT Services,Business Loans,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1499,IT Services,Business Loans,Cloud Services,50M-100M,100-500
ORG_US_1500,Real Estate,Investment Funds,Digital Payments,100M-500M,1000-5000
ORG_US_1501,IT Services,Supply Chain Financing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1502,IT Services,Business Loans,Digital Payments,10M-50M,100-500
ORG_US_1503,Real Estate,Investment Funds,Digital Payments,50M-100M,1000-5000
ORG_US_1504,Real Estate,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_1505,Manufacturing,Payment Processing,Cloud Services,500M-1B,1000-5000
ORG_US_1506,Finance,Supply Chain Financing,Employee Benefits,50M-100M,1000-5000
ORG_US_1507,Education,Business Loans,Employee Benefits,100M-500M,100-500
ORG_US_1508,Retail,Supply Chain Financing,Cloud Services,10M-50M,500-1000
ORG_US_1509,Real Estate,Payment Processing,Digital Payments,10M-50M,500-1000
ORG_US_1510,IT Services,Payment Processing,Digital Payments,10M-50M,100-500
ORG_US_1511,Education,Supply Chain Financing,Employee Benefits,500M-1B,1000-5000
ORG_US_1512,Retail,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_1513,Education,Supply Chain Financing,Digital Payments,50M-100M,1000-5000
ORG_US_1514,Manufacturing,Payment Processing,Employee Benefits,50M-100M,100-500
ORG_US_1515,Real Estate,Payment Processing,Cloud Services,500M-1B,1000-5000
ORG_US_1516,Education,Supply Chain Financing,Employee Benefits,100M-500M,100-500
ORG_US_1517,Finance,Business Loans,Employee Benefits,50M-100M,1000-5000
ORG_US_1518,Retail,Supply Chain Financing,Employee Benefits,50M-100M,500-1000
ORG_US_1519,Retail,Investment Funds,Ethical Sourcing,10M-50M,500-1000
ORG_US_1520,IT Services,Payment Processing,Cloud Services,500M-1B,100-500
ORG_US_1521,Retail,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_1522,Finance,Investment Funds,Digital Payments,500M-1B,100-500
ORG_US_1523,Healthcare,Business Loans,Cloud Services,10M-50M,1000-5000
ORG_US_1524,Healthcare,Supply Chain Financing,Employee Benefits,500M-1B,1000-5000
ORG_US_1525,Healthcare,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1526,Healthcare,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1527,Education,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_1528,Healthcare,Supply Chain Financing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1529,Finance,Payment Processing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1530,Real Estate,Supply Chain Financing,Cloud Services,100M-500M,100-500
ORG_US_1531,Manufacturing,Supply Chain Financing,Digital Payments,50M-100M,500-1000
ORG_US_1532,IT Services,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1533,Education,Supply Chain Financing,Ethical Sourcing,500M-1B,100-500
ORG_US_1534,Healthcare,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1535,Manufacturing,Payment Processing,Cloud Services,100M-500M,100-500
ORG_US_1536,Education,Supply Chain Financing,Employee Benefits,10M-50M,100-500
ORG_US_1537,Healthcare,Payment Processing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1538,Real Estate,Supply Chain Financing,Cloud Services,100M-500M,500-1000
ORG_US_1539,Real Estate,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1540,Retail,Business Loans,Employee Benefits,10M-50M,100-500
ORG_US_1541,Retail,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1542,Manufacturing,Business Loans,Ethical Sourcing,500M-1B,500-1000
ORG_US_1543,Finance,Investment Funds,Ethical Sourcing,10M-50M,500-1000
ORG_US_1544,Education,Payment Processing,Cloud Services,50M-100M,100-500
ORG_US_1545,Real Estate,Business Loans,Digital Payments,10M-50M,100-500
ORG_US_1546,Manufacturing,Investment Funds,Digital Payments,100M-500M,1000-5000
ORG_US_1547,Real Estate,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1548,IT Services,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_1549,Finance,Supply Chain Financing,Cloud Services,10M-50M,1000-5000
ORG_US_1550,IT Services,Payment Processing,Cloud Services,100M-500M,1000-5000
ORG_US_1551,Manufacturing,Business Loans,Employee Benefits,100M-500M,1000-5000
ORG_US_1552,Healthcare,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_1553,Finance,Supply Chain Financing,Digital Payments,50M-100M,500-1000
ORG_US_1554,Real Estate,Supply Chain Financing,Employee Benefits,100M-500M,100-500
ORG_US_1555,Finance,Business Loans,Employee Benefits,10M-50M,100-500
ORG_US_1556,Real Estate,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_1557,Real Estate,Supply Chain Financing,Digital Payments,50M-100M,100-500
ORG_US_1558,Real Estate,Payment Processing,Cloud Services,50M-100M,1000-5000
ORG_US_1559,Real Estate,Business Loans,Cloud Services,10M-50M,500-1000
ORG_US_1560,Education,Business Loans,Digital Payments,10M-50M,100-500
ORG_US_1561,Education,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_1562,Retail,Investment Funds,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1563,Manufacturing,Business Loans,Ethical Sourcing,10M-50M,100-500
ORG_US_1564,Real Estate,Supply Chain Financing,Employee Benefits,100M-500M,1000-5000
ORG_US_1565,Education,Investment Funds,Employee Benefits,10M-50M,500-1000
ORG_US_1566,Finance,Business Loans,Ethical Sourcing,100M-500M,100-500
ORG_US_1567,Education,Business Loans,Employee Benefits,100M-500M,500-1000
ORG_US_1568,Real Estate,Payment Processing,Employee Benefits,500M-1B,100-500
ORG_US_1569,Manufacturing,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_1570,Education,Investment Funds,Cloud Services,500M-1B,1000-5000
ORG_US_1571,Retail,Business Loans,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1572,Manufacturing,Payment Processing,Digital Payments,10M-50M,100-500
ORG_US_1573,Finance,Investment Funds,Cloud Services,10M-50M,100-500
ORG_US_1574,Real Estate,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_1575,IT Services,Investment Funds,Digital Payments,500M-1B,100-500
ORG_US_1576,IT Services,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_1577,IT Services,Payment Processing,Digital Payments,50M-100M,500-1000
ORG_US_1578,Education,Payment Processing,Ethical Sourcing,100M-500M,100-500
ORG_US_1579,Manufacturing,Investment Funds,Ethical Sourcing,100M-500M,500-1000
ORG_US_1580,Manufacturing,Supply Chain Financing,Digital Payments,100M-500M,100-500
ORG_US_1581,Healthcare,Business Loans,Employee Benefits,100M-500M,100-500
ORG_US_1582,Manufacturing,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1583,IT Services,Supply Chain Financing,Employee Benefits,500M-1B,1000-5000
ORG_US_1584,Retail,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1585,IT Services,Supply Chain Financing,Cloud Services,100M-500M,1000-5000
ORG_US_1586,Education,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_1587,Real Estate,Payment Processing,Employee Benefits,500M-1B,100-500
ORG_US_1588,Education,Investment Funds,Cloud Services,100M-500M,100-500
ORG_US_1589,Real Estate,Supply Chain Financing,Digital Payments,50M-100M,1000-5000
ORG_US_1590,Finance,Business Loans,Digital Payments,50M-100M,100-500
ORG_US_1591,Retail,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_1592,Manufacturing,Investment Funds,Employee Benefits,500M-1B,1000-5000
ORG_US_1593,Healthcare,Payment Processing,Cloud Services,100M-500M,1000-5000
ORG_US_1594,Finance,Business Loans,Employee Benefits,500M-1B,100-500
ORG_US_1595,Retail,Supply Chain Financing,Cloud Services,500M-1B,100-500
ORG_US_1596,Manufacturing,Investment Funds,Cloud Services,500M-1B,1000-5000
ORG_US_1597,Education,Business Loans,Cloud Services,50M-100M,500-1000
ORG_US_1598,IT Services,Investment Funds,Cloud Services,10M-50M,100-500
ORG_US_1599,IT Services,Investment Funds,Ethical Sourcing,500M-1B,500-1000
ORG_US_1600,Education,Business Loans,Cloud Services,100M-500M,100-500
ORG_US_1601,Retail,Investment Funds,Digital Payments,100M-500M,1000-5000
ORG_US_1602,Healthcare,Investment Funds,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1603,Education,Supply Chain Financing,Cloud Services,50M-100M,1000-5000
ORG_US_1604,Finance,Business Loans,Ethical Sourcing,50M-100M,500-1000
ORG_US_1605,Real Estate,Business Loans,Cloud Services,10M-50M,1000-5000
ORG_US_1606,Education,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_1607,Education,Supply Chain Financing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1608,Manufacturing,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_1609,Education,Business Loans,Ethical Sourcing,500M-1B,500-1000
ORG_US_1610,Real Estate,Business Loans,Digital Payments,50M-100M,500-1000
ORG_US_1611,Real Estate,Investment Funds,Digital Payments,100M-500M,1000-5000
ORG_US_1612,IT Services,Business Loans,Ethical Sourcing,500M-1B,500-1000
ORG_US_1613,Education,Payment Processing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1614,Real Estate,Investment Funds,Cloud Services,500M-1B,1000-5000
ORG_US_1615,Retail,Supply Chain Financing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1616,Healthcare,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_1617,Finance,Supply Chain Financing,Ethical Sourcing,500M-1B,100-500
ORG_US_1618,Finance,Payment Processing,Digital Payments,10M-50M,500-1000
ORG_US_1619,Real Estate,Payment Processing,Cloud Services,500M-1B,500-1000
ORG_US_1620,Real Estate,Supply Chain Financing,Digital Payments,500M-1B,100-500
ORG_US_1621,Real Estate,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_1622,Real Estate,Supply Chain Financing,Digital Payments,10M-50M,100-500
ORG_US_1623,IT Services,Investment Funds,Employee Benefits,50M-100M,1000-5000
ORG_US_1624,IT Services,Supply Chain Financing,Cloud Services,100M-500M,100-500
ORG_US_1625,Finance,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_1626,Real Estate,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_1627,IT Services,Payment Processing,Digital Payments,100M-500M,500-1000
ORG_US_1628,Real Estate,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1629,Retail,Investment Funds,Digital Payments,100M-500M,100-500
ORG_US_1630,Real Estate,Investment Funds,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1631,Manufacturing,Investment Funds,Employee Benefits,500M-1B,1000-5000
ORG_US_1632,Finance,Business Loans,Employee Benefits,100M-500M,100-500
ORG_US_1633,Manufacturing,Investment Funds,Employee Benefits,50M-100M,1000-5000
ORG_US_1634,IT Services,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_1635,IT Services,Investment Funds,Ethical Sourcing,50M-100M,500-1000
ORG_US_1636,Education,Investment Funds,Digital Payments,100M-500M,100-500
ORG_US_1637,Education,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_1638,Manufacturing,Business Loans,Cloud Services,10M-50M,100-500
ORG_US_1639,Healthcare,Business Loans,Employee Benefits,500M-1B,500-1000
ORG_US_1640,Finance,Supply Chain Financing,Cloud Services,50M-100M,500-1000
ORG_US_1641,Finance,Business Loans,Digital Payments,50M-100M,100-500
ORG_US_1642,Education,Business Loans,Ethical Sourcing,500M-1B,100-500
ORG_US_1643,Healthcare,Business Loans,Ethical Sourcing,100M-500M,100-500
ORG_US_1644,IT Services,Payment Processing,Ethical Sourcing,10M-50M,100-500
ORG_US_1645,Finance,Business Loans,Digital Payments,50M-100M,500-1000
ORG_US_1646,Healthcare,Business Loans,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1647,Retail,Business Loans,Ethical Sourcing,10M-50M,100-500
ORG_US_1648,IT Services,Investment Funds,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1649,Finance,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1650,Real Estate,Supply Chain Financing,Cloud Services,50M-100M,1000-5000
ORG_US_1651,Healthcare,Business Loans,Digital Payments,10M-50M,100-500
ORG_US_1652,IT Services,Payment Processing,Digital Payments,100M-500M,500-1000
ORG_US_1653,Finance,Supply Chain Financing,Digital Payments,100M-500M,500-1000
ORG_US_1654,Finance,Business Loans,Cloud Services,10M-50M,500-1000
ORG_US_1655,Manufacturing,Payment Processing,Cloud Services,100M-500M,500-1000
ORG_US_1656,Education,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_1657,Retail,Payment Processing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1658,Real Estate,Business Loans,Employee Benefits,50M-100M,500-1000
ORG_US_1659,IT Services,Payment Processing,Cloud Services,500M-1B,1000-5000
ORG_US_1660,Healthcare,Supply Chain Financing,Ethical Sourcing,50M-100M,100-500
ORG_US_1661,Education,Payment Processing,Employee Benefits,10M-50M,1000-5000
ORG_US_1662,Retail,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_1663,Manufacturing,Supply Chain Financing,Cloud Services,500M-1B,100-500
ORG_US_1664,Healthcare,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_1665,IT Services,Supply Chain Financing,Employee Benefits,50M-100M,1000-5000
ORG_US_1666,Healthcare,Investment Funds,Employee Benefits,500M-1B,100-500
ORG_US_1667,Retail,Supply Chain Financing,Digital Payments,500M-1B,100-500
ORG_US_1668,IT Services,Investment Funds,Digital Payments,500M-1B,1000-5000
ORG_US_1669,Retail,Business Loans,Digital Payments,500M-1B,100-500
ORG_US_1670,IT Services,Supply Chain Financing,Digital Payments,50M-100M,1000-5000
ORG_US_1671,Real Estate,Business Loans,Cloud Services,10M-50M,1000-5000
ORG_US_1672,Healthcare,Business Loans,Employee Benefits,50M-100M,500-1000
ORG_US_1673,IT Services,Payment Processing,Cloud Services,10M-50M,100-500
ORG_US_1674,Education,Payment Processing,Cloud Services,50M-100M,1000-5000
ORG_US_1675,Retail,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_1676,Retail,Business Loans,Employee Benefits,50M-100M,1000-5000
ORG_US_1677,Education,Supply Chain Financing,Digital Payments,100M-500M,100-500
ORG_US_1678,Healthcare,Business Loans,Employee Benefits,50M-100M,100-500
ORG_US_1679,Education,Supply Chain Financing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1680,Manufacturing,Supply Chain Financing,Employee Benefits,50M-100M,100-500
ORG_US_1681,Retail,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1682,Retail,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1683,Finance,Payment Processing,Employee Benefits,10M-50M,100-500
ORG_US_1684,Finance,Supply Chain Financing,Cloud Services,50M-100M,100-500
ORG_US_1685,Education,Payment Processing,Employee Benefits,50M-100M,100-500
ORG_US_1686,Manufacturing,Investment Funds,Employee Benefits,50M-100M,1000-5000
ORG_US_1687,Healthcare,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1688,Education,Investment Funds,Employee Benefits,50M-100M,100-500
ORG_US_1689,Manufacturing,Business Loans,Digital Payments,100M-500M,500-1000
ORG_US_1690,IT Services,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_1691,Real Estate,Investment Funds,Digital Payments,500M-1B,500-1000
ORG_US_1692,Healthcare,Payment Processing,Digital Payments,100M-500M,500-1000
ORG_US_1693,Education,Supply Chain Financing,Digital Payments,10M-50M,100-500
ORG_US_1694,Education,Payment Processing,Employee Benefits,100M-500M,500-1000
ORG_US_1695,Education,Payment Processing,Cloud Services,10M-50M,100-500
ORG_US_1696,Manufacturing,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1697,Retail,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1698,Finance,Payment Processing,Cloud Services,50M-100M,100-500
ORG_US_1699,Finance,Investment Funds,Cloud Services,100M-500M,1000-5000
ORG_US_1700,Retail,Payment Processing,Digital Payments,500M-1B,100-500
ORG_US_1701,Finance,Investment Funds,Ethical Sourcing,10M-50M,100-500
ORG_US_1702,Retail,Supply Chain Financing,Cloud Services,10M-50M,1000-5000
ORG_US_1703,IT Services,Payment Processing,Digital Payments,50M-100M,100-500
ORG_US_1704,Education,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_1705,Retail,Payment Processing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1706,Real Estate,Investment Funds,Cloud Services,100M-500M,1000-5000
ORG_US_1707,Manufacturing,Payment Processing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1708,IT Services,Supply Chain Financing,Employee Benefits,10M-50M,100-500
ORG_US_1709,Manufacturing,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_1710,Education,Investment Funds,Ethical Sourcing,50M-100M,100-500
ORG_US_1711,Retail,Payment Processing,Employee Benefits,10M-50M,100-500
ORG_US_1712,Real Estate,Supply Chain Financing,Digital Payments,10M-50M,1000-5000
ORG_US_1713,Healthcare,Business Loans,Employee Benefits,50M-100M,500-1000
ORG_US_1714,Finance,Payment Processing,Cloud Services,10M-50M,500-1000
ORG_US_1715,Real Estate,Business Loans,Employee Benefits,100M-500M,100-500
ORG_US_1716,Finance,Investment Funds,Cloud Services,10M-50M,1000-5000
ORG_US_1717,Finance,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1718,Real Estate,Investment Funds,Employee Benefits,500M-1B,100-500
ORG_US_1719,Finance,Investment Funds,Digital Payments,100M-500M,1000-5000
ORG_US_1720,Retail,Investment Funds,Digital Payments,100M-500M,500-1000
ORG_US_1721,Finance,Supply Chain Financing,Digital Payments,500M-1B,1000-5000
ORG_US_1722,Education,Business Loans,Digital Payments,50M-100M,100-500
ORG_US_1723,Retail,Investment Funds,Employee Benefits,100M-500M,100-500
ORG_US_1724,Real Estate,Business Loans,Ethical Sourcing,500M-1B,500-1000
ORG_US_1725,Real Estate,Supply Chain Financing,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1726,IT Services,Supply Chain Financing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1727,Education,Investment Funds,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1728,Retail,Business Loans,Digital Payments,50M-100M,1000-5000
ORG_US_1729,Manufacturing,Business Loans,Employee Benefits,500M-1B,1000-5000
ORG_US_1730,Finance,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_1731,Finance,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1732,Real Estate,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_1733,Healthcare,Supply Chain Financing,Cloud Services,100M-500M,100-500
ORG_US_1734,Education,Supply Chain Financing,Digital Payments,10M-50M,100-500
ORG_US_1735,Manufacturing,Payment Processing,Cloud Services,500M-1B,500-1000
ORG_US_1736,Finance,Supply Chain Financing,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1737,Healthcare,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_1738,Retail,Business Loans,Cloud Services,500M-1B,1000-5000
ORG_US_1739,Real Estate,Payment Processing,Digital Payments,500M-1B,1000-5000
ORG_US_1740,Finance,Supply Chain Financing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1741,Finance,Business Loans,Cloud Services,10M-50M,1000-5000
ORG_US_1742,Finance,Payment Processing,Employee Benefits,100M-500M,500-1000
ORG_US_1743,Education,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1744,Healthcare,Supply Chain Financing,Employee Benefits,50M-100M,500-1000
